City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,mejit,10.2753,170.8646,27.07000000000005,71,30,8.45,MH,1702336876
289,maryborough,-25.5333,152.7,26.420000000000016,52,98,4.13,AU,1702337098
290,remire-montjoly,4.9167,-52.2667,28.02000000000004,83,20,2.06,GF,1702337098
291,megion,61.0296,76.1136,-34.98999999999998,93,84,3.61,RU,1702337099
292,kurchatov,51.6601,35.6521,-1.4399999999999977,97,100,4.38,RU,1702337099
293,touros,-5.1989,-35.4608,26.640000000000043,75,0,6.46,BR,1702337099
294,nova sintra,14.8667,-24.7167,23.110000000000014,68,24,7.18,CV,1702337099
295,las khorey,11.1595,48.1967,24.689999999999998,68,11,2.6,SO,1702337099
296,taoudenni,22.6783,-3.9836,19.910000000000025,20,44,5.33,ML,1702337099
297,chonchi,-42.6128,-73.8092,13.560000000000002,92,100,2.21,CL,1702337099
298,fale old settlement,-9.3852,-171.2468,28.79000000000002,77,100,9.77,TK,1702337100
299,ixtapa,20.7,-105.2,27.57000000000005,74,0,4.12,MX,1702337100
300,alvaraes,-3.2208,-64.8042,26.930000000000007,89,95,1.28,BR,1702337100
301,nikolayevka,53.1257,47.2041,-13.659999999999968,84,100,7.81,RU,1702337100
302,huskvarna,57.786,14.3021,-1.0,100,75,4.63,SE,1702337100
303,akureyri,65.6835,-18.0878,-9.039999999999964,92,20,0.0,IS,1702337100
304,gumdag,39.2061,54.5906,-0.9599999999999795,44,3,12.98,TM,1702337100
305,taksimo,56.3444,114.8794,-33.69999999999999,95,62,0.3,RU,1702337101
306,luanda,-8.8368,13.2343,25.0,94,20,1.03,AO,1702337096
307,dudinka,69.4058,86.1778,-24.619999999999976,98,100,6.26,RU,1702337101
308,glenfield park,-35.1372,147.334,28.230000000000018,57,98,0.89,AU,1702337101
309,belmonte,-15.8631,-38.8828,26.160000000000025,81,83,5.52,BR,1702337101
310,anthiyur,11.5833,77.6,22.510000000000048,94,93,0.66,IN,1702337101
311,kourou,5.1552,-52.6478,28.03000000000003,88,93,2.84,GF,1702337101
312,sussex,41.1834,-74.6663,3.670000000000016,70,100,1.34,US,1702336930
313,torghay,49.6339,63.4981,-26.109999999999985,73,6,7.58,KZ,1702336829
314,dwarka,22.2394,68.9678,22.03000000000003,57,96,3.06,IN,1702337102
315,portarlington,53.1622,-7.1911,9.600000000000023,95,100,2.24,IE,1702337102
316,zindah jan,34.3426,61.7468,6.520000000000039,81,21,3.34,AF,1702337103
317,santa isabel,-23.3156,-46.2214,21.840000000000032,93,94,2.27,BR,1702337103
318,vilyuysk,63.7553,121.6247,-27.159999999999968,97,100,3.12,RU,1702337103
319,essaouira,31.5125,-9.77,14.720000000000027,54,8,2.06,MA,1702337103
320,imbituba,-28.24,-48.6703,21.210000000000036,77,79,3.23,BR,1702337104
321,arkhangel'sk,64.5401,40.5433,-13.939999999999998,77,40,3.0,RU,1702336807
322,poronaysk,49.2167,143.1167,-17.23999999999998,86,33,2.42,RU,1702337104
323,umluj,25.0213,37.2685,25.02000000000004,70,100,3.89,SA,1702337104
324,magadan,59.5667,150.8,-8.95999999999998,95,100,3.83,RU,1702337105
325,bor,56.3567,44.0669,-10.859999999999957,91,100,7.87,RU,1702337105
326,ruteng,-8.6136,120.4721,19.590000000000032,86,99,0.29,ID,1702337105
327,dunedin,-45.8742,170.5036,12.670000000000016,51,90,8.05,NZ,1702337105
328,tame,6.461,-71.73,26.910000000000025,61,60,1.85,CO,1702337105
329,barcelos,41.5388,-8.6151,17.180000000000007,93,100,3.99,PT,1702337106
330,karanja,20.4833,77.4833,17.930000000000007,59,22,2.02,IN,1702337106
331,arraial do cabo,-22.9661,-42.0278,22.980000000000018,94,75,1.54,BR,1702337106
332,broome,42.2506,-75.833,0.9500000000000455,87,100,4.63,US,1702337106
333,zaragoza,41.6561,-0.8773,17.49000000000001,68,0,1.79,ES,1702337106
334,midvagur,62.0511,-7.1939,4.460000000000036,93,100,3.6,FO,1702337107
335,dellys,36.9172,3.9131,18.350000000000023,60,90,2.59,DZ,1702337107
336,marsh harbour,26.5412,-77.0636,23.200000000000045,80,100,9.31,BS,1702337108
337,hirara,24.8,125.2833,22.150000000000034,100,75,9.77,JP,1702337108
338,xinqing,48.2333,129.5,-29.129999999999967,97,32,1.08,CN,1702337108
339,pandan,14.0453,124.1694,26.560000000000002,85,69,3.56,PH,1702337108
340,yarmouth,41.7057,-70.2286,7.0,73,20,10.73,US,1702336852
341,dolores,-36.3132,-57.6792,18.910000000000025,85,95,5.46,AR,1702337108
342,santa terezinha,-29.9002,-50.0904,21.120000000000005,84,7,7.03,BR,1702337108
343,yarovoye,52.9273,78.58,-26.17999999999998,89,8,6.52,RU,1702337109
344,loen,7.7601,168.2307,27.870000000000005,74,73,8.81,MH,1702336876
345,chinde,26.8418,88.0763,9.189999999999998,60,1,2.27,NP,1702337109
346,eyl,7.9803,49.8164,24.78000000000003,72,81,7.52,SO,1702337109
347,toropets,56.4978,31.6353,-3.089999999999975,96,100,4.61,RU,1702337109
348,rio preto da eva,-2.6994,-59.6997,23.920000000000016,98,100,0.86,BR,1702337109
349,sao miguel,-5.4667,-35.3667,26.430000000000007,76,0,6.69,BR,1702337110
350,ubinskoye,55.3068,79.6802,-29.589999999999975,93,6,5.21,RU,1702337110
351,wau,7.7029,27.9953,27.33000000000004,28,46,1.8,SS,1702337110
352,cuatro cienegas de carranza,26.9833,-102.0833,20.24000000000001,22,1,3.59,MX,1702337110
353,chibougamau,49.9168,-74.3659,-9.20999999999998,86,100,4.12,CA,1702337110
354,bom sucesso,-21.0331,-44.7581,19.439999999999998,91,24,1.24,BR,1702337111
355,carutapera,-1.195,-46.02,26.510000000000048,79,56,3.8,BR,1702337111
356,hood river,45.7054,-121.5215,8.010000000000048,94,100,3.13,US,1702337111
357,homer,59.6425,-151.5483,1.9399999999999977,61,40,3.6,US,1702336980
358,castillos,-34.1667,-53.8333,18.25,88,80,4.68,UY,1702337111
359,haiku-pauwela,20.9219,-156.3051,30.010000000000048,55,20,7.72,US,1702337111
360,sao joao da barra,-21.6403,-41.0511,25.05000000000001,93,100,4.18,BR,1702337112
361,portland,45.5234,-122.6762,11.990000000000009,92,100,1.54,US,1702337109
362,douglas,41.3,-96.167,7.930000000000007,46,0,2.06,US,1702337030
363,afaahiti,-17.75,-149.2833,29.930000000000007,79,96,10.1,PF,1702337112
364,pskov,57.8136,28.3496,-3.0499999999999545,93,75,3.13,RU,1702337112
365,okha,53.5739,142.9478,-20.639999999999986,86,62,9.78,RU,1702337113
366,basco,20.4487,121.9702,26.32000000000005,76,57,5.66,PH,1702337113
367,hakui,36.8833,136.7833,11.080000000000041,96,100,2.92,JP,1702337113
368,ilebo,-4.3167,20.5833,21.52000000000004,99,100,0.28,CD,1702337113
369,cabedelo,-6.9811,-34.8339,26.370000000000005,75,2,5.98,BR,1702337113
370,yelizavetinskaya,45.0445,38.7958,5.560000000000002,87,100,4.12,RU,1702337113
371,coronel suarez,-37.4547,-61.9334,28.210000000000036,29,24,6.81,AR,1702337114
372,luderitz,-26.6481,15.1594,18.590000000000032,53,0,9.41,NA,1702337114
373,lhasa,29.65,91.1,-4.419999999999959,57,5,0.38,CN,1702337114
374,vicuna,-30.0319,-70.7081,27.650000000000034,46,0,2.56,CL,1702337099
375,olinda,-8.0089,-34.8553,27.850000000000023,69,40,3.6,BR,1702337114
376,zliten,32.4674,14.5687,16.939999999999998,78,9,5.19,LY,1702337115
377,wuxi,31.5689,120.2886,3.8600000000000136,81,100,5.07,CN,1702337115
378,gallipoli,40.4103,26.6708,3.920000000000016,84,14,1.79,TR,1702337115
379,coyuca de benitez,17.0333,-100.0667,28.590000000000032,69,97,1.47,MX,1702337115
380,tidjikja,18.5564,-11.4271,20.0,16,23,5.35,MR,1702337115
381,puerto yuca,2.9383,-73.2083,26.210000000000036,81,84,1.01,CO,1702337116
382,manokwari,-0.8667,134.0833,27.53000000000003,73,100,2.23,ID,1702337116
383,dakhla,23.6848,-15.958,20.52000000000004,42,10,5.48,EH,1702337116
384,aldan,58.6031,125.3894,-33.849999999999966,97,100,2.08,RU,1702337116
385,borkum,53.5809,6.6915,7.189999999999998,89,74,1.81,DE,1702337116
386,dek'emhare,15.07,39.0475,15.520000000000039,71,98,1.13,ER,1702337116
387,enewetak,11.3474,162.3373,27.83000000000004,78,14,8.26,MH,1702337116
388,an nuhud,12.7,28.4333,21.900000000000034,14,45,6.25,SD,1702337117
389,purulha,15.2667,-90.2,11.170000000000016,94,77,1.55,GT,1702337117
390,vilyuchinsk,52.9306,158.4028,-7.849999999999966,84,17,3.5,RU,1702337117
391,ambon,-3.6954,128.1814,30.510000000000048,100,40,2.06,ID,1702337118
392,ouargla,31.9493,5.325,13.04000000000002,38,0,2.57,DZ,1702337118
393,mermoz boabab,14.7065,-17.4758,24.310000000000002,74,2,6.08,SN,1702337118
394,francisco i. madero,29.7059,-107.8043,17.57000000000005,16,57,3.47,MX,1702337118
395,conceicao do araguaia,-8.2578,-49.2647,23.49000000000001,93,99,3.57,BR,1702337118
396,lihue,21.9789,-159.3672,28.58000000000004,78,20,4.12,US,1702337118
397,greymouth,-42.4667,171.2,12.620000000000005,64,93,8.35,NZ,1702337119
398,maraba,-5.3686,-49.1178,27.100000000000023,78,0,0.0,BR,1702336945
399,queenstown,-31.8976,26.8753,14.960000000000036,81,40,0.72,ZA,1702337119
400,zelenogradsk,54.9589,20.4767,0.5400000000000205,94,100,0.0,RU,1702337119
401,as sulayyil,20.4607,45.5779,15.140000000000043,28,43,3.06,SA,1702337119
402,port blair,11.6667,92.75,27.02000000000004,83,40,1.03,IN,1702337119
403,callao,-12.0667,-77.15,24.29000000000002,73,40,5.14,PE,1702336843
404,terme,41.2092,36.9739,11.960000000000036,91,100,1.74,TR,1702337120
405,gebeit,21.0667,36.3167,22.720000000000027,69,98,1.72,SD,1702337120
406,lazaro cardenas,17.9583,-102.2,29.24000000000001,58,78,2.72,MX,1702337120
407,maloye ganyushkino,46.6,49.2667,-3.7099999999999795,56,90,11.39,KZ,1702336828
408,cole harbour,44.6724,-63.4751,12.660000000000025,96,100,12.07,CA,1702337120
409,manicore,-5.8092,-61.3003,24.400000000000034,96,93,1.37,BR,1702337120
410,port-gentil,-0.7193,8.7815,26.980000000000018,89,75,2.06,GA,1702337121
411,westport,41.1415,-73.3579,5.310000000000002,65,100,5.14,US,1702337121
412,knyaze-volkonskoye,48.4642,135.4567,-23.809999999999974,95,10,4.29,RU,1702337121
413,petropavlovka,50.6114,105.3196,-29.269999999999982,96,39,1.26,RU,1702337121
414,kenosha,42.5667,-88.0501,0.9300000000000068,73,0,3.09,US,1702336890
415,baotou,40.6522,109.8222,-4.060000000000002,64,0,3.35,CN,1702337121
416,dadukou,26.5479,101.7054,9.32000000000005,84,2,0.49,CN,1702337122
417,humaita,-7.5061,-63.0208,24.610000000000014,96,88,1.27,BR,1702337055
418,ishinomaki,38.4167,141.3,7.0,93,100,7.16,JP,1702337122
419,alta,69.9689,23.2717,-11.409999999999968,85,0,1.54,NO,1702337122
420,sisimiut,66.9395,-53.6735,-0.9699999999999704,92,100,8.53,GL,1702337122
421,vadso,70.0744,29.7487,-9.909999999999968,79,20,5.14,NO,1702337122
422,burang,30.25,81.1667,-14.909999999999968,63,1,1.31,CN,1702337123
423,kandry,54.5667,54.1167,-25.95999999999998,78,21,3.84,RU,1702337123
424,talara,-4.5772,-81.2719,23.420000000000016,78,40,6.69,PE,1702337123
425,san patricio,28.017,-97.5169,18.920000000000016,44,100,4.43,US,1702337123
426,mutoko,-17.397,32.2268,20.77000000000004,71,65,3.16,ZW,1702337123
427,shiguai,40.7058,110.2856,-7.310000000000002,76,1,3.05,CN,1702337123
428,puerto aysen,-45.4,-72.7,10.410000000000025,94,97,2.09,CL,1702337124
429,dingcheng,32.1272,115.0394,0.28000000000002956,83,79,2.8,CN,1702337124
430,broken hill,-31.95,141.4333,26.450000000000045,41,46,1.94,AU,1702337124
431,ar ruseris,11.8659,34.3869,26.920000000000016,24,96,3.28,SD,1702337124
432,kokpekty,48.75,82.4,-18.109999999999985,89,100,6.34,KZ,1702336830
433,al khawr,25.7667,51.3167,20.850000000000023,67,88,3.12,QA,1702337124
434,assens,55.2702,9.9008,3.9399999999999977,91,100,4.06,DK,1702337125
435,tabou,4.423,-7.3528,26.450000000000045,82,9,3.0,CI,1702337125
436,sittwe,20.15,92.9,19.890000000000043,83,9,1.53,MM,1702337125
437,east ballina,-28.8667,153.5833,26.560000000000002,61,79,1.52,AU,1702337125
438,perugorria,-29.3413,-58.6106,24.02000000000004,69,0,4.17,AR,1702337125
439,tomatlan,19.9333,-105.25,31.600000000000023,42,5,2.37,MX,1702337125
440,ataq,14.5377,46.8319,14.920000000000016,36,13,1.71,YE,1702337125
441,bamboo flat,11.7,92.7167,27.05000000000001,83,40,1.03,IN,1702337126
442,hammerfest,70.6634,23.6821,-1.75,93,75,4.12,NO,1702337014
443,preobrazheniye,42.9019,133.9064,-7.079999999999984,44,100,2.45,RU,1702337126
444,margate,51.3813,1.3862,7.720000000000027,90,1,2.9,GB,1702337126
445,kotovo,50.3211,44.8012,-8.259999999999991,47,100,10.71,RU,1702337126
446,coahuayana de hidalgo,18.7,-103.6583,29.930000000000007,58,52,1.78,MX,1702337127
447,colonia,50.9333,6.95,9.420000000000016,82,100,3.09,DE,1702337127
448,nafada,11.0956,11.3327,19.010000000000048,25,1,3.19,NG,1702337127
449,lata,40.1629,-8.3327,16.150000000000034,90,100,2.04,PT,1702337127
450,aswan,24.0934,32.907,17.610000000000014,27,0,1.03,EG,1702337127
451,san luis de la loma,17.2706,-100.8939,28.79000000000002,67,98,2.02,MX,1702337127
452,marsa alam,25.0757,34.8918,22.49000000000001,83,78,4.92,EG,1702337128
453,solikamsk,59.6196,56.7729,-27.93999999999997,86,99,3.42,RU,1702337128
454,miles city,46.4083,-105.8406,-0.45999999999997954,86,0,3.6,US,1702337128
455,jiagedaqi,50.4167,124.1167,-29.119999999999976,95,5,1.55,CN,1702337128
456,gurzuf,44.55,34.2833,10.03000000000003,78,78,1.53,UA,1702336957
457,les anglais,18.3054,-74.2197,26.33000000000004,83,87,1.4,HT,1702337128
458,cascais,38.6979,-9.4215,19.170000000000016,98,100,6.26,PT,1702337129
459,dawson creek,55.7666,-120.2362,-0.19999999999998863,51,0,4.63,CA,1702337129
460,plessisville,46.2186,-71.762,-4.649999999999977,89,100,4.65,CA,1702337129
461,minas de marcona,-15.2119,-75.1103,17.32000000000005,76,10,6.03,PE,1702337129
462,calipatria,33.1256,-115.5142,21.27000000000004,32,100,0.76,US,1702337129
463,novyy urgal,51.0736,132.5642,-32.69999999999999,99,34,0.96,RU,1702337129
464,cotacachi,0.3,-78.2667,18.75,80,75,1.58,EC,1702337129
465,freetown,8.484,-13.2299,27.840000000000032,78,40,2.57,SL,1702337130
466,kattivakkam,13.2167,80.3167,25.05000000000001,75,91,4.25,IN,1702337130
467,fray luis beltran,-39.3167,-65.7667,30.950000000000045,13,55,9.55,AR,1702337130
468,vila franca do campo,37.7167,-25.4333,13.230000000000018,82,100,2.49,PT,1702337130
469,la'ie,21.6477,-157.9253,28.980000000000018,73,18,2.68,US,1702337130
470,tarakan,3.3,117.6333,24.720000000000027,100,75,1.03,ID,1702337130
471,karema,-6.8205,30.4389,21.49000000000001,93,100,1.99,TZ,1702337130
472,tafuna,-14.3358,-170.72,27.450000000000045,87,100,9.54,AS,1702337131
473,berdigestyakh,62.0989,126.6992,-28.579999999999984,95,100,3.62,RU,1702337131
474,namibe,-15.1961,12.1522,21.950000000000045,72,57,3.29,AO,1702337131
475,constantia,44.1833,28.65,1.5,81,38,3.8,RO,1702337131
476,pathein,16.7833,94.7333,22.140000000000043,91,10,2.41,MM,1702337131
477,tulun,54.5611,100.5792,-38.14999999999998,100,30,0.52,RU,1702337132
478,nemuro,43.3236,145.575,1.9600000000000364,70,100,7.15,JP,1702337132
479,kyaiklat,16.4333,95.7333,22.78000000000003,84,14,1.73,MM,1702337132
480,al muwayh,22.4333,41.7583,16.79000000000002,20,70,4.6,SA,1702337132
481,tangalle,6.024,80.7911,23.83000000000004,91,86,1.55,LK,1702336835
482,saint-francois,46.4154,3.9054,12.580000000000041,100,100,0.51,FR,1702337032
483,nagqu,31.5,92.0,-14.979999999999961,46,90,0.59,CN,1702337133
484,manikpur,25.0667,81.1167,14.210000000000036,50,0,1.09,IN,1702337133
485,san salvador de jujuy,-24.1946,-65.2971,23.74000000000001,75,93,2.46,AR,1702336960
486,oranjemund,-28.55,16.4333,16.07000000000005,93,2,6.1,NA,1702337133
487,herceg novi,42.4531,18.5375,10.490000000000009,87,0,0.0,ME,1702337133
488,maun,-19.9833,23.4167,24.980000000000018,69,0,2.06,BW,1702337133
489,tarko-sale,64.9225,77.785,-26.619999999999976,89,100,4.65,RU,1702337133
490,hailey,43.5196,-114.3153,2.7200000000000273,81,100,5.14,US,1702337133
491,priargunsk,50.3691,119.1012,-43.01999999999998,100,69,0.78,RU,1702337134
492,ilomantsi,62.6716,30.9328,-11.839999999999975,95,100,2.59,FI,1702337134
493,kham sakae saeng,15.3322,102.1728,26.060000000000002,72,20,0.51,TH,1702337134
494,egilsstadir,65.2653,-14.3948,-2.0499999999999545,74,100,2.06,IS,1702337134
495,fonte boa,-2.4959,-66.2662,25.379999999999995,92,100,0.15,BR,1702337134
496,fort st. john,56.2499,-120.8529,-1.0600000000000023,55,40,8.23,CA,1702337135
497,smara,26.7384,-11.6719,19.200000000000045,24,70,4.75,EH,1702337135
498,daru,-9.0763,143.2092,28.05000000000001,76,52,3.88,PG,1702337135
499,vilhena,-12.7406,-60.1458,23.120000000000005,94,0,5.14,BR,1702337135
500,poso,-1.3959,120.7524,26.760000000000048,80,61,0.95,ID,1702337135
501,kingston,17.997,-76.7936,29.53000000000003,72,20,9.26,JM,1702337135
502,jaguaribe,-5.8906,-38.6219,29.180000000000007,55,62,5.85,BR,1702337136
503,langepas,61.2544,75.2124,-30.549999999999983,93,79,3.12,RU,1702337136
504,arkalyk,50.2486,66.9114,-26.309999999999974,86,7,6.68,KZ,1702337136
505,sandnessjoen,66.0217,12.6316,-15.70999999999998,76,2,6.38,NO,1702337136
506,rock springs,41.5875,-109.2029,1.6899999999999977,82,100,2.57,US,1702336904
507,nishinoomote,30.7333,131.0,19.310000000000002,82,75,10.8,JP,1702337136
508,mzimba,-11.9,33.6,18.970000000000027,91,83,2.45,MW,1702337137
509,le port,-20.9373,55.2919,24.0,96,34,1.21,RE,1702337137
510,naze,28.3667,129.4833,19.510000000000048,84,95,5.73,JP,1702337137
511,puerto lopez,4.0845,-72.956,29.0,63,87,1.78,CO,1702337137
512,kiunga,-6.1219,141.2906,27.180000000000007,84,57,0.89,PG,1702337137
513,yigo village,13.5361,144.8886,28.74000000000001,78,40,6.17,GU,1702337137
514,domna,51.8971,113.1573,-37.90999999999997,61,40,0.0,RU,1702337138
515,muli,2.9167,73.5667,28.160000000000025,73,70,3.41,MV,1702337138
516,puri,19.8,85.85,15.29000000000002,58,0,3.39,IN,1702337139
517,puerto deseado,-47.7503,-65.8938,11.330000000000041,79,83,5.17,AR,1702337139
518,rio grande,-32.035,-52.0986,23.060000000000002,86,8,7.16,BR,1702337139
519,kerikeri,-35.2268,173.9474,21.620000000000005,62,26,2.24,NZ,1702337139
520,enoch,37.7733,-113.0244,12.300000000000011,22,0,3.6,US,1702337139
521,banfora,10.6333,-4.7667,24.55000000000001,14,0,1.98,BF,1702337139
522,nagato,34.3833,131.2,15.129999999999995,87,100,9.36,JP,1702337140
523,praia da vitoria,38.7333,-27.0667,14.140000000000043,82,20,5.64,PT,1702337140
524,palikir - national government center,6.9248,158.1611,30.470000000000027,74,75,2.57,FM,1702337140
525,hilo,19.7297,-155.09,26.25,90,100,2.06,US,1702337140
526,barpeta road,26.5028,90.9694,15.650000000000034,71,0,1.95,IN,1702337140
527,shache,38.4167,77.2406,1.5100000000000477,45,100,3.02,CN,1702337140
528,twon-brass,4.3151,6.2418,27.810000000000002,75,18,4.61,NG,1702337140
529,baruun-urt,46.6806,113.2792,-23.50999999999999,99,99,1.43,MN,1702337140
530,alice springs,-23.7,133.8833,19.75,42,0,3.6,AU,1702337141
531,tromso,69.6496,18.957,-2.9899999999999523,86,40,3.6,NO,1702337141
532,sabang,5.8933,95.3214,27.08000000000004,78,90,1.62,ID,1702337141
533,balqash,46.8481,74.995,-17.519999999999982,57,63,8.71,KZ,1702337141
534,divo,5.8397,-5.36,24.090000000000032,91,42,1.01,CI,1702337141
535,bandarbeyla,9.4942,50.8122,25.140000000000043,71,94,8.78,SO,1702337141
536,tamanrasset,22.785,5.5228,13.950000000000045,21,0,4.12,DZ,1702337142
537,deogarh,21.5333,84.7333,14.020000000000039,67,3,0.88,IN,1702337142
538,karratha,-20.7377,116.8463,25.930000000000007,44,0,2.91,AU,1702337142
539,cadale,2.7603,46.3222,27.200000000000045,79,83,6.61,SO,1702337142
540,yambio,4.5721,28.3955,23.760000000000048,63,40,0.64,SS,1702337142
541,okhotsk,59.3833,143.3,-9.489999999999952,91,100,1.76,RU,1702337142
542,chake chake,-5.2459,39.7666,25.450000000000045,83,99,1.95,TZ,1702337142
543,belyy yar,53.6039,91.3903,-36.059999999999974,75,58,0.0,RU,1702337143
544,arti,56.4234,58.5328,-29.419999999999987,94,26,1.37,RU,1702337143
545,kishapu,-3.6167,33.8667,20.660000000000025,86,100,0.4,TZ,1702337143
546,miramichi,47.0043,-65.4654,4.110000000000014,81,100,5.21,CA,1702337143
547,garachico,28.7781,-17.7646,19.060000000000002,37,0,2.06,ES,1702337143
548,nadi,-17.8,177.4167,29.0,51,40,5.66,FJ,1702337143
549,gabrovo,42.8747,25.3342,0.7100000000000364,91,48,0.89,BG,1702337143
550,betio village,1.358,172.9211,28.55000000000001,73,92,1.97,KI,1702337144
551,coos bay,43.3665,-124.2179,12.400000000000034,87,100,4.63,US,1702337144
552,altamira,-3.2033,-52.2064,24.060000000000002,94,99,0.93,BR,1702337144
553,caribou,46.8606,-68.012,1.240000000000009,89,100,5.66,US,1702337144
554,trinidad,-14.8333,-64.9,27.99000000000001,83,75,2.06,BO,1702337144
555,mhamid,29.82,-5.72,15.990000000000009,34,53,2.17,MA,1702337144
556,el nido,11.1858,119.3956,27.710000000000036,73,99,2.79,PH,1702337005
557,sanctuary point,-35.1114,150.629,24.860000000000014,71,97,1.44,AU,1702337144
558,mirny,62.5353,113.9611,-29.389999999999986,96,100,2.67,RU,1702337145
559,santo antonio,-6.3106,-35.4789,25.07000000000005,77,0,5.08,BR,1702337145
560,sault ste. marie,46.5168,-84.3333,-1.839999999999975,80,100,6.17,CA,1702336888
561,contamana,-7.3333,-75.0167,28.600000000000023,71,99,0.94,PE,1702337145
562,baiti,13.745,-14.7482,27.210000000000036,15,19,3.83,SN,1702337145
563,tobruk,32.0836,23.9764,16.090000000000032,68,0,2.23,LY,1702337145
564,vrangel',42.7297,133.0839,-7.609999999999957,42,99,4.25,RU,1702337145
565,sutherlin,43.3901,-123.3126,13.0,60,100,2.57,US,1702337146
566,vryburg,-26.9566,24.7284,18.710000000000036,55,0,1.34,ZA,1702337146
567,jayapura,-2.5333,140.7,28.660000000000025,78,100,2.76,ID,1702337146
568,ponta delgada,37.7333,-25.6667,13.400000000000034,82,20,3.6,PT,1702337146
569,mar del plata,-38.0023,-57.5575,22.129999999999995,88,0,13.86,AR,1702337146
570,aykhal,66.0,111.5,-26.029999999999973,98,100,2.04,RU,1702337146
571,sabinopolis,-18.6661,-43.0839,21.29000000000002,85,77,1.24,BR,1702337146
572,andalgala,-27.5819,-66.3165,27.350000000000023,50,10,3.45,AR,1702337147
573,rabo de peixe,37.8,-25.5833,12.730000000000018,82,20,3.6,PT,1702337147
574,ugoofaaru,5.6667,73.0,25.83000000000004,88,95,1.61,MV,1702337147
575,angaur state,6.906,134.13,28.05000000000001,78,96,5.67,PW,1702337147
576,soe,-9.8607,124.284,22.83000000000004,80,95,1.13,ID,1702337147
